id,text,parent
M02AD52,"Benzylnicotinat, Kombinationen",
M02AD53,"Methylnicotinat, Kombinationen",
M02AH,Hom?opathische und anthroposophische Zubereitungen gegen Muskel- und Gelenkschmerzen zur topischen Anwendung,
M02AH01,Cardiospermum,
M02AH02,Arnika,
M02AH03,Guajacum,
M02AH10,Verschiedene,
M02AH20,Kombinationen,
M02AH50,Kombinationen mit anderen Mitteln,
M02AP,Pflanzliche Zubereitungen gegen Muskel- und Gelenkschmerzen zur topischen Anwendung,
M02AP01,Arnikablten,
M02AP02,Fango,
M02AP03,Acmella ciliata,
M02AP04,Torf,
M02AP05,Kiefernnadel?l,
M02AP06,Symphytumwurzel und -kraut,
M02AP07,Capsicumfrchte,
M02AP09,Rosmarin?l,
M02AP30,Kombinationen,
M02AP51,"Arnikablten, Kombinationen",
M02AP52,"Fango, Kombinationen",
M02AP56,"Symphytumwurzel und -kraut, Kombinationen",
M02AP57,"Capsicumfrchte, Kombinationen",
M02AP58,"Tannennadel?l, Kombinationen",
M02AP59,"Rosmarin?l, Kombinationen",
M02AX04,Campher,
M02AX05,Idrocilamid,
M02AX19,Bituminosulfonate,
M02AX20,"Organextrakte, inkl. Kombinationen",
M02AX27,Cholinstearat,
M02AX28,Chymotrypsin,
M02AX29,Kalium-Eisen(III)-Phosphat-Citrat-Komplex,
M02AX30,Kombinationen,
M02AX53,"Dimethylsulfoxid, Kombinationen",
M02AX54,"Campher, Kombinationen",
M02AX56,"Alpha-Pinen, Kombinationen",
M02AX69,"Bituminosulfonate, Kombinationen",
M02AX76,"Bromelaine, Kombinationen",
M02B,BALNEOTHERAPEUTISCHE ANTIRHEUMATIKA,
M02BA,Hyper?misierende balneotherapeutische Antirheumatika,
M02BA04,Benzylnicotinat,
M02BA54,"Benzylnicotinat, Kombinationen",
M02BA55,"Campher, Kombinationen",
M02BB,Balneotherapeutische Antirheumatika mit Salicyls?ure-Derivaten,
M02BB02,Methylsalicylat,
M02BB51,"Hydroxyethylsalicylat, Kombinationen",
M02BB52,"Methylsalicylat, Kombinationen",
M02BB53,"Monoethanolaminsalicylat, Kombinationen",
M02BB56,"Salicyls?ure, Kombinationen",
M02BB59,"Diethylaminsalicylat, Kombinationen",
M02BP,Pflanzliche balneotherapeutische Antirheumatika,
M02BP01,Fichtennadel?l,
M02BP02,Eukalyptus?l,
M02BP03,Rosmarin?l,
M02BP50,Kombinationen,
M02BP51,"Fichtennadel?l, Kombinationen",
M02BP52,"Eukalyptus?l, Kombinationen",
M02BP53,"Rosmarin?l, Kombinationen",
M02BX,Andere balneotherapeutische Antirheumatika,
M02BX01,Moor,
M02BX03,Fango,
M02BX08,Iod,
M02BX51,"Moor, Kombinationen",
M02BX55,"Schwefel, Kombinationen",
M03AX21,Botulinumtoxin Typ A,
M03AX22,Botulinumtoxin Typ B,
M03BA57,"Meprobamat, Kombinationen exkl. Psycholeptika",
M03BX09,Eperison,
M03BX54,"Tolperison, Kombinationen",
M04AH,Hom?opathische und anthroposophische Gichtmittel,
M04AH01,Colchicum,
M04AH20,Kombinationen,
M04AX02,Pegloticas,
M05BB04,"Risedrons?ure, Calcium und Colecalciferol, Sequenzialpr?parate",
M05BB05,"Alendrons?ure, Calcium und Colecalciferol, Sequenzialpr?parate",
M05BB06,"Alendrons?ure und Alfacalcidol, Sequenzialpr?parate",
M09AA02,Chinin,
M09AA52,"Chinin, Kombinationen exkl. Psycholeptika",
M09AH,Andere hom?opathische und anthroposophische Zubereitungen gegen St?rungen des Muskel- und Skelettsystems,
M09AH01,Guajacum,
M09AH02,Thymus,
M09AH03,Arnika,
M09AH04,Viscum album,
M09AH10,Verschiedene,
M09AH20,Kombinationen,
M09AH50,Kombinationen mit anderen Mitteln,
M09AP,Andere pflanzliche Zubereitungen gegen St?rungen des Muskel- und Skelettsystems,
M09AP03,Teufelskrallenwurzel,
M09AP04,Brennnesselbl?tter,
M09AP05,Weidenrinden,
M09AP06,Mistelkraut,
M09AP07,Guajakholz,
M09AP30,Kombinationen,
M09AX03,"Nukleotide, inkl. Kombinationen",
M09AX04,Beta-Sitosterin,
M09AX07,Ademetionin,
M09AX08,Schwefel,
M09AX09,Escherichia coli,
M09AX10,Ribonucleins?uren,
M09AX55,"Gelatine, Kombinationen",
N01BA06,Oxybuprocain,
N01BA53,"Tetracain, Kombinationen",
N01BH,Hom?opathische und anthroposophische Lokalan?sthetika,
N01BH20,Kombinationen,
N01BX05,Propipocain,
N01BX06,Diphenhydramin,
N01BX50,Kombinationen,
N02AA55,"Oxycodon, Kombinationen",
N02AA57,"Ethylmorphin, Kombinationen",
N02AA64,Codein in Kombination mit Propyphenazon,
N02AA65,Codein in Kombination mit Diclofenac,
N02AA66,Codein in Kombination mit Acetylsalicyls?ure,
N02AA69,Codein in Kombination mit Paracetamol,
N02AC06,Levomethadon,
N02AX05,Meptazinol,
N02AX06,Tapentadol,
N02AX51,"Tilidin, Kombinationen",
N02BA13,Lysin-Acetylsalicylat,
N02BA19,Cholin-Magnesium-Tris-Salicylat,
N02BA20,Kombinationen,
N02BB06,Phenazonsalicylat,
N02BB56,"Phenazonsalicylat, Kombinationen exkl. Psycholeptika",
N02BB76,"Phenazonsalicylat, Kombinationen mit Psycholeptika",
N02BE61,"Paracetamol, Kombinationen mit Coffein",
N02BG09,Methoxyfluran,
N02BG10,Nabiximols,
N02BH,Hom?opathische und anthroposophische Analgetika und Antipyretika,
N02BH01,Aconitum,
N02BH10,Verschiedene,
N02BH20,Kombinationen,
N02BP,Pflanzliche Analgetika und Antipyretika,
N02BP01,Blauer Eisenhut,
N02BP02,Lindenblten,
N02CA71,"Dihydroergotamin, Kombinationen mit Psycholeptika",
N02CH,Hom?opathische und anthroposophische Migr?nemittel,
N02CH01,Pestwurz,
N02CH10,Verschiedene,
N02CH20,Kombinationen,
N02CP,Pflanzliche  Migr?nemittel,
N02CP01,Pestwurzwurzel,
N02CP02,Etherische ?le,
N02CP52,"Etherische ?le, Kombinationen",
N02CX11,Natriumpangamat,
N02CX12,Topiramat,
N02CX57,"Paracetamol, Kombinationen",
N02CX58,"Codein, Kombinationen",
N02CX59,"Metoclopramid, Kombinationen",
N03AA05,Cathin-Phenobarbital,
N03AE02,Midazolam,
N03AX19,Carisbamat,
N03AX23,Kaliumbromid,
N04AA13,Triperiden,
N04AA14,Pridinol,
N04AH,Hom?opathische und anthroposophische Antiparkinsonmittel,
N04AH20,Kombinationen,
N04BA10,Levodopa in Kombination mit Carbidopa,
N04BA11,Levodopa in Kombination mit Benserazid,
N04BC08,Piribedil,
N04BC10,Lisurid,
N04BX06,Ethylbenzhydramin,
N05AB13,Metofenazat,
N05AH06,Clotiapin,
N05AX14,Iloperidon,
N05AX15,Reserpin,
N05BA24,Metaclazepam,
N05BA26,Oxazolam,
N05BP,Pflanzliche Anxiolytika,
N05BP02,Kava-Kava-Wurzelstock,
N05BX05,Kavain,
N05CA23,Crotylbarbital,
N05CA24,Phenobarbital,
N05CA25,Propallylonal,
N05CA26,Bromallylmethylbutylbarbiturs?ure,
N05CF04,Eszopiclon,
N05CH02,Ramelteon,
N05CM20,Diphenhydramin,
N05CM21,Doxylamin,
N05CM22,Promethazin,
N05CM25,Magnesiumaspartathydrobromid,
N05CM26,Magnesiumglutamathydrobromid,
N05CP,Pflanzliche Hypnotika und Sedativa,
N05CP01,Baldrianwurzel,
N05CP02,Kava-Kava-Wurzelstock,
N05CP03,Johanniskraut,
N05CP04,Melissenkraut,
N05CP05,Passionsblumenkraut,
N05CP06,Baldrian?l,
N05CP07,Hopfen,
N05CP08,Lavendel,
N05CP30,Kombinationen,
N05CP50,"Andere pflanzliche Hypnotika und Sedativa, Kombinationen",
N05CP51,"Baldrianwurzel, Kombinationen",
N05CP52,"Kava-Kava-Wurzelstock, Kombinationen",
N05CX07,"Diphenhydramin, Kombinationen",
N05CX08,"Carbromal, Kombinationen",
N05CX09,"Bromisoval, Kombinationen",
N05CX11,"Chloralhydrat, Kombinationen",
N05CX13,"Promethazin, Kombinationen",
N05H,HOM?OPATHISCHE UND ANTHROPOSOPHISCHE PSYCHOLEPTIKA,
N05HH,Hom?opathische und anthroposophische Hypnotika und Sedativa,
N05HH10,Verschiedene,
N05HH20,Kombinationen,
N05HH50,Kombinationen mit anderen Mitteln,
N06AA20,Noxiptilin,
N06AA25,Amitriptylinoxid,
N06AH,Hom?opathische und anthroposophische Antidepressiva,
N06AH01,Hypericum,
N06AH10,Verschiedene,
N06AP,Pflanzliche Antidepressiva,
N06AP01,Johanniskraut,
N06AP51,"Johanniskraut, Kombinationen",
N06AX24,Vilazodon,
N06AX26,Pipofezin,
N06BA11,Dexmethylphenidat,
N06BA12,Lisdexamfetamin,
N06BA13,Amfetaminil,
N06BA14,Mesocarb,
N06BX54,"Deanol, Kombinationen",
N06BX64,"Prolintan, Kombinationen",
N06CA03,Tranylcypromin und Psycholeptika,
N06CA04,Oxitriptan und Psycholeptika,
N06CA05,Nomifensin und Psycholeptika,
N06CA06,Nortriptylin und Psycholeptika,
N06CA10,Dosulepin und Psycholeptika,
N06DA52,Donepezil und Memantin,
N06DP,Pflanzliche Antidementiva,
N06DP01,Ginkgo-biloba-Bl?tter-Trockenextrakt,
N06DX07,Dihydroergotoxin,
N06DX08,Viquidil,
N06DX09,Vincamin,
N06DX10,"K?lberblutextrakt, inkl. Kombinationen",
N06DX11,Bencyclan,
N06DX12,Cinnarizin,
N06DX13,Nicergolin,
N06DX14,Cyclandelat,
N06DX15,Xantinolnicotinat,
N06DX16,Pentifyllin,
N06DX17,Nicotinylalkohol (Pyridylcarbinol),
N06DX18,Nimodipin,
N06DX19,Dihydroergocristin,
N06DX20,Organextrakte,
N06DX57,"Dihydroergotoxin, Kombinationen",
N06DX66,"Pentifyllin, Kombinationen",
N07AB03,Acetylcholin,
N07AX03,Cevimelin,
N07BA04,Cytisin,
N07BB05,Nitrefazol,
N07BB06,Clonidin,
N07BC05,Levomethadon,
N07CA05,Sulpirid,
N07CH,Hom?opathische und anthroposophische Antivertigonosa,
N07CH20,Kombinationen,
N07XA01,Gangliosidgemisch,
N07XB,Neuropathiepr?parate,
N07XB01,Alpha-Lipons?ure (Thiocts?ure),
N07XB52,"Thiamin, Kombinationen",
N07XB54,"Uridinphosphat, Kombinationen",
N07XB56,"Benfotiamin, Kombinationen",
N07XH,Andere hom?opathische und anthroposophische Mittel fr das Nervensystem,
N07XH20,Kombinationen,
P01AX10,Fumagillin,
P01AX11,Nitazoxanid,
P01BF01,Artemether und Lumefantrin,
P01BF02,Artesunat und Mefloquin,
P01BF03,Artesunat und Amodiaquin,
P01BF04,"Artesunat, Sulfamethopyrazin und Pyrimethamin",
P01BF06,Artesunat und Pyronaridin,
P01CX04,Miltefosin,
P02CX50,"Andere Nematodenmittel, Kombinationen",
P03AP,Pflanzliche Mittel gegen Ektoparasiten,
P03AP01,Pyrethrum,
P03AP02,Quassia,
P03AP10,Verschiedene,
P03AP51,"Pyrethrum, Kombinationen",
P03AX05,Dimeticon,
P03AX10,Verschiedene,
R01AA15,Amidefrin,
R01AA18,Indanazolin,
R01AB12,Epinephrin,
R01AC08,Olopatadin,
R01AC09,Dimetinden,
R01AD21,Fluocortin,
R01AD61,"Triamcinolon, Kombinationen",
R01AD63,"Fludrocortison, Kombinationen",
R01AH,Hom?opathische und anthroposophische Rhinologika zur topischen Anwendung,
R01AH01,Luffa operculata,
R01AH20,Kombinationen,
R01AH50,Kombinationen mit anderen Mitteln,
R01AP,Pflanzliche Rhinologika zur topischen Anwendung,
R01AP01,Kamillenblten,
R01AP02,Echinacea-purpurea-Presssaft,
R01AP03,Niauli?l,
R01AP06,Etherische ?le,
R01AP10,Verschiedene,
R01AP56,"Etherische ?le, Kombinationen",
R01AX09,Hyalurons?ure,
R01AX11,Diphenylpyralin,
R01AX14,Meerwasser,
R01AX15,Silbereiwei -Acetyltannat,
R01AX16,Natriumchlorid,
R01AX17,Mesna,
R01AX18,Hypromellose,
R01AX21,Mineralsalz,
R01AX23,Menthol,
R01AX26,Dexpanthenol,
R01AX28,Emser Salz,
R01BA54,"Buphenin, Kombinationen",
R01BA56,"Etilefrin, Kombinationen",
R01BH,Hom?opathische und anthroposophische Rhinologika zur systemischen Anwendung,
R01BH01,Luffa operculata,
R01BH09,Cinnabaris,
R01BH10,Verschiedene,
R01BH20,Kombinationen,
R01BP,Pflanzliche Rhinologika zur systemischen Anwendung,
R01BP01,Pollen,
R01BP30,Kombinationen,
R01BX,Andere systemische Rhinologika,
R01BX02,Cafaminol,
R02AA21,Silber-haltige Verbindungen,
R02AA25,Phenylmercuriborat,
R02AA28,Hexetidin,
R02AA32,Aluminium-haltige Verbindungen,
R02AA33,Acetylaminonitropropoxybenzol,
R02AA50,"Andere Antiseptika, Kombinationen",
R02AA51,"Ambazon, Kombinationen",
R02AA52,"Dequalinium, Kombinationen",
R02AA55,"Chlorhexidin, Kombinationen",
R02AA56,"Cetylpyridinium, Kombinationen",
R02AA59,"Benzethonium, Kombinationen",
R02AA71,"Silber-haltige Verbindungen, Kombinationen",
R02AA72,"Paraformaldehyd, Kombinationen",
R02AA73,"Methenamin, Kombinationen",
R02AA74,"Formaldehyd, Kombinationen",
R02AA82,"Aluminium-haltige Verbindungen, Kombinationen",
R02AA84,"Benzoxonium, Kombinationen",
R02AB20,Kombinationen,
R02AB52,"Tyrothricin, Kombinationen",
R02AB54,"Bacitracin, Kombinationen",
R02AB80,"Gramicidin, Kombinationen",
R02AD05,Ambroxol,
R02AD50,"Andere Lokalan?sthetika, Kombinationen",
R02AD51,"Benzocain, Kombinationen",
R02AD52,"Lidocain, Kombinationen",
R02AH,Hom?opathische und anthroposophische Hals- und Rachentherapeutika,
R02AH10,Verschiedene,
R02AH20,Kombinationen,
R02AP,Pflanzliche Hals- und Rachentherapeutika,
R02AP30,Kombinationen,
R02AP52,"Etherische ?le, Kombinationen",
R02AX,Andere Hals- und Rachentherapeutika,
R02AX01,Flurbiprofen,
R02AX02,Emser Salz,
R02AX50,"Andere Hals- und Rachentherapeutika, Kombinationen",
R02AX52,"Emser Salz, Kombinationen",
R03AA51,"Epinephrin, Kombinationen",
R03AA52,"DL-Ephedrin, Kombinationen",
R03AB52,"Isoprenalin, Kombinationen",
R03AB53,"Orciprenalin, Kombinationen",
R03AK61,Salmeterol und Fluticason,
R03AK71,Formoterol und Beclometason,
R03AK72,Formoterol und Budesonid,
R03BA09,Dexamethason,
R03CA51,"Epinephrin, Kombinationen",
R03CA52,"Ephedrin, Kombinationen",
R03CA53,"Methylephedrin, Kombinationen",
R03CC54,"Fenoterol, Kombinationen",
R03CC63,"Clenbuterol, Kombinationen",
R03DA50,"Andere Xanthine, Kombinationen excl. Psycholeptika",
R03DA52,"Cholintheophyllinat, Kombinationen",
R03DA53,"Proxyphyllin, Kombinationen exkl. Psycholeptika",
R03DA63,"Coffein, Kombinationen exkl. Psycholeptika",
R03DA73,"Proxyphyllin, Kombinationen mit Psycholeptika",
R03DA82,"Etofyllin, Kombinationen mit Psycholeptika",
R03DA90,"Andere Xanthine, Kombinationen mit Psycholeptika",
R03DB12,Etofyllin und Sympathomimetika,
R03DB13,Coffein und Sympathomimetika,
R03DB20,Verschiedene Xanthine und Sympathomimetika,
R03DH,Hom?opathische und anthroposophische Mittel bei obstruktiven Atemwegserkrankungen zur systemischen Anwendung,
R03DH20,Kombinationen,
R03DX50,"Andere systemische Antiasthmatika, Kombinationen",
R04,BRUSTEINREIBUNGEN UND ANDERE INHALATE,
R04A,BRUSTEINREIBUNGEN UND ANDERE INHALATE,
R04AH,Hom?opathische und anthroposophische Brusteinreibungen,
R04AH20,Kombinationen,
R04AH50,Kombinationen mit anderen Mitteln,
R04AP,"Pflanzliche Brusteinreibungen und Inhalate, inkl. B?der",
R04AP02,Thymian?l,
R04AP03,Eukalyptus?l,
R04AP06,Pfefferminz?l,
R04AP07,Niauli?l,
R04AP30,Kombinationen,
R04AP50,"Andere etherische ?le, Kombinationen",
R04AX,Andere Inhalate,
R04AX01,Emser Salz,
R04AX02,Sole,
R04AX03,Natriumchlorid,
R04AX04,Cineol,
R04AX53,"Natriumchlorid, Kombinationen",
R05CA12,Caseinhydrolysat,
R05CA19,Myrtol,
R05CA22,Emser Salz,
R05CA25,Cineol,
R05CA50,"Andere Expektoranzien, Kombinationen",
R05CA51,"Tyloxapol, Kombinationen",
R05CB50,"Andere Mukolytika, Kombinationen",
R05CB52,"Bromhexin, Kombinationen",
R05CH,Hom?opathische und anthroposophische Expektoranzien,
R05CH01,Cuprum aceticum,
R05CH20,Kombinationen,
R05CH50,Kombinationen mit anderen Mitteln,
R05CP,Pflanzliche Expektoranzien,
R05CP01,Thymiankraut,
R05CP02,Efeubl?tter,
R05CP03,Primelwurzel,
R05CP04,Asarumwurzelstock,
R05CP05,Pelargoniumwurzel,
R05CP08,Spik?l,
R05CP09,Eukalyptus?l,
R05CP10,Niauli?l,
R05CP11,Ipecacuanha,
R05CP13,Senegawurzel,
R05CP15,Wollblumen,
R05CP16,Andornkraut,
R05CP17,S holzwurzel,
R05CP30,Kombinationen,
R05CP51,"Thymiankraut, Kombinationen",
R05DA13,Nicocodin,
R05DA14,Dihydrocodein,
R05DA50,"Andere Opium-Alkaloide und Derivate, Kombinationen",
R05DA54,"Codein, Kombinationen",
R05DA56,"Normethadon, Kombinationen",
R05DA59,"Dextromethorphan, Kombinationen",
R05DA64,"Dihydrocodein, Kombinationen",
R05DB29,Fominoben,
R05DB30,Butetamat,
R05DB31,Menadiol,
R05DB53,"Clobutinol, Kombinationen",
R05DB54,"Isoaminil, Kombinationen",
R05DB55,"Pentoxyverin, Kombinationen",
R05DB68,"Prenoxdiazin, Kombinationen",
R05DB80,"Butetamat, Kombinationen",
R05DP,Pflanzliche Antitussiva,
R05DP01,Sonnentaukraut,
R05DP02,Isl?ndisches Moos,
R05DP04,Spitzwegerich,
R05DP05,Eibischwurzel und -bl?tter,
R05DP07,Huflattichbl?tter,
R05FH,Hom?opathische und anthroposophische Antitussiva und Expektoranzien,
R05FH10,Verschiedene,
R05FH20,Kombinationen,
R05FP,Pflanzliche Antitussiva und Expektoranzien,
R05FP30,"Pflanzliche Antitussiva und Expektoranzien, Kombinationen",
R05G,"ANTITUSSIVA UND EXPEKTORANZIEN, KOMBINATIONEN MIT ANTIBIOTIKA",
R05GA,Antitussiva und Antibiotika,
R05GA01,"Doxycyclin, Kombinationen",
R05GA02,"Tetracyclin, Kombinationen",
R05GB,Expektoranzien und Antibiotika,
R05GB01,Doxycyclin mit Ambroxol,
R05GB02,"Tetracyclin, Kombinationen",
R05GB03,"Oxytetracyclin, Kombinationen",
R05GB04,"Thiamphenicol, Kombinationen",
R05GB05,"Ampicillin, Kombinationen",
R05GB06,"Cefaclor, Kombinationen",
R05GB07,"Erythromycin, Kombinationen",
R05GB08,"Metacyclin, Kombinationen",
R05GB51,"Doxycyclin, Kombinationen",
R05GC,Expektoranzien und Sulfonamide,
R05GC01,"Sulfadiazin, Kombinationen",
R05GC02,Sulfamethoxazol und Trimethoprim,
R05GC03,"Sulfanilamid, Kombinationen",
R05XA,Analgetika-haltige Mittel gegen Erk?ltungskrankheiten,
R05XA01,"Paracetamol, Kombinationen",
R05XA02,"Acetylsalicyls?ure, Kombinationen",
R05XA03,"Propyphenazon, Kombinationen",
R05XA04,"Ethenzamid, Kombinationen",
R05XA05,"Aminophenazon, Kombinationen",
R05XA06,"Natriumsalicylat, Kombinationen",
R05XA07,"Metamizol, Kombinationen",
R05XA08,"Phenazon, Kombinationen",
R05XA09,"Salicylamid, Kombinationen",
R05XA10,"Phenylbutazon, Kombinationen",
R05XA12,"Phenacetin, Kombinationen",
R05XC,Andere Mittel gegen Erk?ltungskrankheiten,
R05XC01,Enzym-haltige Kombinationen,
R05XC02,Pflanzliche Kombinationen mit anderen Mitteln,
R05XH,Hom?opathische und anthroposophische Mittel gegen Erk?ltungskrankheiten,
R05XH02,Ferrum phosphoricum,
R05XH04,Cinnabaris,
R05XH20,Kombinationen,
R05XH51,"Echinacea angustifolia, Kombinationen",
R05XH52,"Ferrum phosphoricum, Kombinationen",
R06AA10,Piprinhydrinat,
R06AA59,"Doxylamin, Kombinationen",
R06AD10,Dioxopromethazin,
R06AE57,"Cetirizin, Kombinationen",
R06AX29,Bilastin,
R06AX30,Etoloxamin,
R06AX32,Hydroxyzin,
R06AX51,"Bamipin, Kombinationen",
R06AX57,"Triprolidin, Kombinationen",
R06AX80,"Etoloxamin, Kombinationen",
R07AA03,Ambroxol,
R07AA04,Natrliche Phospholipide aus Schweinelunge,
R07AA05,Natrliche Phospholipide aus Rinderlunge,
R07AB50,"Andere Atemstimulanzien, Kombinationen",
R07AH,Andere hom?opathische und anthroposophische Mittel fr den Respirationstrakt,
R07AH10,Verschiedene,
R07AH20,Kombinationen,
R07AX02,Ivacaftor,
S01AA26,Azithromycin,
S01AB06,Sulfisoxazol,
S01AB07,Sulfisomidin,
S01AB20,Kombinationen,
S01AD13,Tromantadin,
S01AE,Fluorchinolone,
S01AE01,Ofloxacin,
S01AE02,Norfloxacin,
S01AE03,Ciprofloxacin,
S01AE04,Lomefloxacin,
S01AE05,Levofloxacin,
S01AE06,Gatifloxacin,
S01AE07,Moxifloxacin,
S01AE08,Besifloxacin,
S01AX20,Kombinationen,
S01AX24,Benzalkoniumchlorid,
S01AX25,Hydroxymethylchinolinium-methylsalicylat,
S01BA14,Loteprednol,
S01BA16,Mazipredon,
S01BB05,Dexamethason und Mydriatika,
S01BX,"Corticosteroide, Kombinationen mit anderen Mitteln",
S01BX01,"Hydrocortison, Kombinationen",
S01CA12,Prednison und Antiinfektiva,
S01CA13,Triamcinolon und Antiinfektiva,
S01EA52,"Dipivefrin, Kombinationen",
S01ED07,Pindolol,
S01ED08,Bupranolol,
S01ED61,Timolol und Latanoprost,
S01ED62,Timolol und Bimatoprost,
S01ED63,Timolol und Travoprost,
S01ED66,Timolol und Dorzolamid,
S01ED67,Timolol und Brinzolamid,
S01ED68,Timolol und Pilocarpin,
S01ED69,Timolol und Brimonidin,
S01EE05,Tafluprost,
S01FA51,"Atropin, Kombinationen",
S01FB07,Cyclodrin,
S01FB08,Tyramin,
S01GA10,Tramazolin,
S01GA11,Pholedrin,
S01GA50,"Andere Sympathomimetika, Kombinationen",
S01GX15,Antazolin,
S01GX16,Diphenhydramin,
S01KX02,Spll?sungen,
S01KX10,Verschiedene,
S01LA02,Anecortav,
S01LA05,Aflibercept,
S01XA18,Ciclosporin,
S01XA19,Cytidin,
S01XA21,Lebertran,
S01XA22,Cyanocobalamin,
S01XA23,K?lberblutextrakt,
S01XA24,Calciumdobesilat,
S01XA25,Pilocarpin,
S01XA26,Troxerutin,
S01XA28,Hyalurons?ure,
S01XA30,"Organpr?parate, inkl. Kombinationen",
S01XA34,Pantothens?ure,
S01XA35,Anthocyane,
S01XA36,Digitalisglykoside,
S01XA38,Pufferl?sungen,
S01XA39,Vincamin,
S01XA50,"Andere Ophthalmika, Kombinationen",
S01XA52,"Retinol, Kombinationen",
S01XA76,"Troxerutin, Kombinationen",
S01XA85,"Anthocyane, Kombinationen",
S01XA86,"Digitalisglykoside, Kombinationen",
S01XA87,"Pentifyllin, Kombinationen",
S01XA89,"Vincamin, Kombinationen",
S01XB,Antikataraktika,
S01XB02,Uridin-5-monophosphat,
S01XB03,Inosin-5-monophosphat,
S01XB05,Pirenoxin,
S01XB50,"Andere Antikataraktika, Kombinationen",
S01XB52,"Uridin-5-monophosphat, Kombinationen",
S01XB53,"Inosin-5-monophosphat, Kombinationen",
S01XB54,"Iodid, Kombinationen",
S01XC,Filmbildner,
S01XC01,Polyvinylalkohol,
S01XC02,Povidon,
S01XC05,Hypromellose,
S01XC06,Hydroxyethylcellulose,
S01XC07,Carbomer,
S01XC08,Carmellose,
S01XC10,Verschiedene,
S01XC20,Kombinationen,
S01XC51,"Polyvinylalkohol, Kombinationen",
S01XC55,"Hypromellose, Kombinationen",
S01XC56,"Hydroxyethylcellulose, Kombinationen",
S01XC57,"Carbomer, Kombinationen",
S01XC58,"Carmellose, Kombinationen",
S01XH,Hom?opathische und anthroposophische Ophthalmika,
S01XH01,Euphrasia,
S01XH02,Calendula officinalis,
S01XH10,Verschiedene,
S01XH20,Kombinationen,
S01XH51,"Euphrasia, Kombinationen",
S02AA16,Ofloxacin,
S02BA08,Fluocinolon acetonid,
S02BA56,"Dexamethason, Kombinationen",
S02DA03,Phenazon,
S02DA04,Cinchocain,
S02DA06,Salicylate,
S02DA51,"Lidocain, Kombinationen",
S02DA55,"Procain, Kombinationen",
S02DA57,"Tetracain, Kombinationen",
S02DC01,?ls?ure-Derivate,
S02DC02,Docusat-Natrium,
S02DC03,Glycerol,
S02DC04,Meerwasser,
S02DC30,Kombinationen,
S02DH,Hom?opathische und anthroposophische  Otologika,
S02DH01,Levisticum officinale,
S02DH20,Kombinationen,
S02DH50,Kombinationen mit anderen Mitteln,
V03AB36,Phentolamin,
V03AB43,DMPS,
V03AB44,Atropin,
V03AB45,Apomorphin,
V03AB46,Toloniumchlorid,
V03AB47,Pentets?ure,
V03AB48,Silymarin,
V03AE05,Aluminiumhydroxid,
V03AE06,Calciumketoglutarat,
V03AE07,"Calciumacetat, wasserfrei",
V03AE08,Calciumcarbonat,
V03AE09,Aluminiumchloridhydroxid,
V03AF10,Natriumlevofolinat,
V03AK01,Ethylcyanacrylat,
V03AK50,"Andere Gewebekleber, Kombinationen",
V03AM01,Amilomer,
V03AX02,Nalfurafin,
V03AX03,Hydroxylapatit-Keramik,
V03AX10,Placebo,
V03AX50,"Andere therapeutische Mittel, Kombinationen",
V04BA,Urin-Tests,
V04BA01,Protein-Testzone,
V04BA03,Blut-Testzone,
V04BA05,pH-Testzone,
V04BA06,Ascorbins?ure-Testzone,
V04BA07,Schwangerschaftstest,
V04BA08,Bilirubin-Testzone,
V04BA09,Urobilinogen-Testzone,
V04BA10,Dichte-Testzone,
V04BA11,Nitrit-Testzone,
V04BA12,Leukozyten-Testzone,
V04BA13,CTX-Testzone,
V04BA14,Bakterien-Testzone,
V04BA15,Kreatin-Kinase-Testzone,
V04BA20,Kombinationen,
V04CA03,"Glucose-Testzone, Blut",
V04CA04,"Glucose-Testzone, Urin",
V04CA05,"Keton-Testzone, Blut",
V04CA06,"Keton-Testzone, Urin",
V04CA07,"Glucose-Keton-Testzone, Urin",
V04CA08,Glycoh?moglobin-Testzone,
V04CJ03,Levothyroxin,
V04CL01,Methacholin,
V04CL02,Nickel-Testzone,
V04CL10,Verschiedene,
V04CM02,Fertilit?ts-Teststreifen,
V04CM03,Lutropin-Testzone,
V04CM04,FSH-Testzone,
V04CM05,Spermientest,
V04CM20,Kombinationen,
V04CN,Tests auf missbr?uchlich angewendete Wirkstoffe,
V04CN01,Amfetamin-Testzone,
V04CN02,Barbiturat-Testzone,
V04CN03,Benzodiazepin-Testzone,
V04CN04,Kokain-Testzone,
V04CN05,Methadon-Testzone,
V04CN06,Metamfetamin-Testzone,
V04CN07,Opiat-Testzone,
V04CN08,Tricyclische Antidepressiva-Testzone,
V04CN09,Tetrahydrocannabinol-Testzone,
V04CN10,Phenylcyclohexylpiperidin-Testzone,
V04CN11,Alkohol-Testzone,
