id,text,parent,
Y2901,"Skadehändelse med trubbigt föremål, med oklar avsikt-bostad-lek,fritid",,
Y2902,"Skadehändelse med trubbigt föremål, med oklar avsikt-bostad-förvärvsarbete",,
Y2903,"Skadehändelse med trubbigt föremål, med oklar avsikt-bostad-annan sysselsättning",,
Y2904,"Skadehändelse med trubbigt föremål, med oklar avsikt-bostad-vitalaktivitet",,
Y2908,"Skadehändelse med trubbigt föremål, med oklar avsikt-bostad-andra aktiviteter",,
Y2909,"Skadehändelse med trubbigt föremål, med oklar avsikt-bostad-ospec aktiviteter",,
Y2910,"Skadehändelse med trubbigt föremål, med oklar avsikt-institutionellt boende-idrott",,
Y2911,"Skadehändelse med trubbigt föremål, med oklar avsikt-institutionellt boende-lek,fritid",,
Y2912,"Skadehändelse med trubbigt föremål, med oklar avsikt-institutionellt boende-förvärvsarbete",,
Y2913,"Skadehändelse med trubbigt föremål, med oklar avsikt-institutionellt boende-annan sysselsättning",,
Y2914,"Skadehändelse med trubbigt föremål, med oklar avsikt-institutionellt boende-vitalaktivitet",,
Y2918,"Skadehändelse med trubbigt föremål, med oklar avsikt-institutionellt boende-andra aktiviteter",,
Y2919,"Skadehändelse med trubbigt föremål, med oklar avsikt-institutionellt boende-ospec aktiviteter",,
Y2920,"Skadehändelse med trubbigt föremål, med oklar avsikt-skola, offentlig lokal-idrott",,
Y2921,"Skadehändelse med trubbigt föremål, med oklar avsikt-skola, offentlig lokal-lek,fritid",,
Y2922,"Skadehändelse med trubbigt föremål, med oklar avsikt-skola, offentlig lokal-förvärvsarbete",,
Y2923,"Skadehändelse med trubbigt föremål, med oklar avsikt-skola, offentlig lokal-annan sysselsättning",,
Y2924,"Skadehändelse med trubbigt föremål, med oklar avsikt-skola, offentlig lokal-vitalaktivitet",,
Y2928,"Skadehändelse med trubbigt föremål, med oklar avsikt-skola, offentlig lokal-andra aktiviteter",,
Y2929,"Skadehändelse med trubbigt föremål, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter",,
Y2930,"Skadehändelse med trubbigt föremål, med oklar avsikt-idrottsanläggning-idrott",,
Y2931,"Skadehändelse med trubbigt föremål, med oklar avsikt-idrottsanläggning-lek,fritid",,
Y2932,"Skadehändelse med trubbigt föremål, med oklar avsikt-idrottsanläggning-förvärvsarbete",,
Y2933,"Skadehändelse med trubbigt föremål, med oklar avsikt-idrottsanläggning-annan sysselsättning",,
Y2934,"Skadehändelse med trubbigt föremål, med oklar avsikt-idrottsanläggning-vitalaktivitet",,
Y2938,"Skadehändelse med trubbigt föremål, med oklar avsikt-idrottsanläggning-andra aktiviteter",,
Y2939,"Skadehändelse med trubbigt föremål, med oklar avsikt-idrottsanläggning-ospec aktiviteter",,
Y2940,"Skadehändelse med trubbigt föremål, med oklar avsikt-gata-idrott",,
Y2941,"Skadehändelse med trubbigt föremål, med oklar avsikt-gata-lek,fritid",,
Y2942,"Skadehändelse med trubbigt föremål, med oklar avsikt-gata-förvärvsarbete",,
Y2943,"Skadehändelse med trubbigt föremål, med oklar avsikt-gata-annan sysselsättning",,
Y2944,"Skadehändelse med trubbigt föremål, med oklar avsikt-gata-vitalaktivitet",,
Y2948,"Skadehändelse med trubbigt föremål, med oklar avsikt-gata-andra aktiviteter",,
Y2949,"Skadehändelse med trubbigt föremål, med oklar avsikt-gata-ospec aktiviteter",,
Y2950,"Skadehändelse med trubbigt föremål, med oklar avsikt-serviceområde-idrott",,
Y2951,"Skadehändelse med trubbigt föremål, med oklar avsikt-serviceområde-lek,fritid",,
Y2952,"Skadehändelse med trubbigt föremål, med oklar avsikt-serviceområde-förvärvsarbete",,
Y2953,"Skadehändelse med trubbigt föremål, med oklar avsikt-serviceområde-annan sysselsättning",,
Y2954,"Skadehändelse med trubbigt föremål, med oklar avsikt-serviceområde-vitalaktivitet",,
Y2958,"Skadehändelse med trubbigt föremål, med oklar avsikt-serviceområde-andra aktiviteter",,
Y2959,"Skadehändelse med trubbigt föremål, med oklar avsikt-serviceområde-ospec aktiviteter",,
Y2960,"Skadehändelse med trubbigt föremål, med oklar avsikt-industriområde-idrott",,
Y2961,"Skadehändelse med trubbigt föremål, med oklar avsikt-industriområde-lek,fritid",,
Y2962,"Skadehändelse med trubbigt föremål, med oklar avsikt-industriområde-förvärvsarbete",,
Y2963,"Skadehändelse med trubbigt föremål, med oklar avsikt-industriområde-annan sysselsättning",,
Y2964,"Skadehändelse med trubbigt föremål, med oklar avsikt-industriområde-vitalaktivitet",,
Y2968,"Skadehändelse med trubbigt föremål, med oklar avsikt-industriområde-andra aktiviteter",,
Y2969,"Skadehändelse med trubbigt föremål, med oklar avsikt-industriområde-ospec aktiviteter",,
Y2970,"Skadehändelse med trubbigt föremål, med oklar avsikt-lantbruksområde-idrott",,
Y2971,"Skadehändelse med trubbigt föremål, med oklar avsikt-lantbruksområde-lek,fritid",,
Y2972,"Skadehändelse med trubbigt föremål, med oklar avsikt-lantbruksområde-förvärvsarbete",,
Y2973,"Skadehändelse med trubbigt föremål, med oklar avsikt-lantbruksområde-annan sysselsättning",,
Y2974,"Skadehändelse med trubbigt föremål, med oklar avsikt-lantbruksområde-vitalaktivitet",,
Y2978,"Skadehändelse med trubbigt föremål, med oklar avsikt-lantbruksområde-andra aktiviteter",,
Y2979,"Skadehändelse med trubbigt föremål, med oklar avsikt-lantbruksområde-ospec aktiviteter",,
Y2980,"Skadehändelse med trubbigt föremål, med oklar avsikt-andra områden-idrott",,
Y2981,"Skadehändelse med trubbigt föremål, med oklar avsikt-andra områden-lek,fritid",,
Y2982,"Skadehändelse med trubbigt föremål, med oklar avsikt-andra områden-förvärvsarbete",,
Y2983,"Skadehändelse med trubbigt föremål, med oklar avsikt-andra områden-annan sysselsättning",,
Y2984,"Skadehändelse med trubbigt föremål, med oklar avsikt-andra områden-vitalaktivitet",,
Y2988,"Skadehändelse med trubbigt föremål, med oklar avsikt-andra områden-andra aktiviteter",,
Y2989,"Skadehändelse med trubbigt föremål, med oklar avsikt-andra områden-ospec aktiviteter",,
Y2990,"Skadehändelse med trubbigt föremål, med oklar avsikt-ospec område-idrott",,
Y2991,"Skadehändelse med trubbigt föremål, med oklar avsikt-ospec område-lek,fritid",,
Y2992,"Skadehändelse med trubbigt föremål, med oklar avsikt-ospec område-förvärvsarbete",,
Y2993,"Skadehändelse med trubbigt föremål, med oklar avsikt-ospec område-annan sysselsättning",,
Y2994,"Skadehändelse med trubbigt föremål, med oklar avsikt-ospec område-vitalaktivitet",,
Y2998,"Skadehändelse med trubbigt föremål, med oklar avsikt-ospec område-andra aktiviteter",,
Y2999,"Skadehändelse med trubbigt föremål, med oklar avsikt-ospec område-ospec aktiviteter",,
Y30,"Falling, jumping or pushed from a high place, undetermined intent",,
Y3000,"Fall, hopp eller knuff från höjd, med oklar avsikt-bostad-idrott",,
Y3001,"Fall, hopp eller knuff från höjd, med oklar avsikt-bostad-lek,fritid",,
Y3002,"Fall, hopp eller knuff från höjd, med oklar avsikt-bostad-förvärvsarbete",,
Y3003,"Fall, hopp eller knuff från höjd, med oklar avsikt-bostad-annan sysselsättning",,
Y3004,"Fall, hopp eller knuff från höjd, med oklar avsikt-bostad-vitalaktivitet",,
Y3008,"Fall, hopp eller knuff från höjd, med oklar avsikt-bostad-andra aktiviteter",,
Y3009,"Fall, hopp eller knuff från höjd, med oklar avsikt-bostad-ospec aktiviteter",,
Y3010,"Fall, hopp eller knuff från höjd, med oklar avsikt-institutionellt boende-idrott",,
Y3011,"Fall, hopp eller knuff från höjd, med oklar avsikt-institutionellt boende-lek,fritid",,
Y3012,"Fall, hopp eller knuff från höjd, med oklar avsikt-institutionellt boende-förvärvsarbete",,
Y3013,"Fall, hopp eller knuff från höjd, med oklar avsikt-institutionellt boende-annan sysselsättning",,
Y3014,"Fall, hopp eller knuff från höjd, med oklar avsikt-institutionellt boende-vitalaktivitet",,
Y3018,"Fall, hopp eller knuff från höjd, med oklar avsikt-institutionellt boende-andra aktiviteter",,
Y3019,"Fall, hopp eller knuff från höjd, med oklar avsikt-institutionellt boende-ospec aktiviteter",,
Y3020,"Fall, hopp eller knuff från höjd, med oklar avsikt-skola, offentlig lokal-idrott",,
Y3021,"Fall, hopp eller knuff från höjd, med oklar avsikt-skola, offentlig lokal-lek,fritid",,
Y3022,"Fall, hopp eller knuff från höjd, med oklar avsikt-skola, offentlig lokal-förvärvsarbete",,
Y3023,"Fall, hopp eller knuff från höjd, med oklar avsikt-skola, offentlig lokal-annan sysselsättning",,
Y3024,"Fall, hopp eller knuff från höjd, med oklar avsikt-skola, offentlig lokal-vitalaktivitet",,
Y3028,"Fall, hopp eller knuff från höjd, med oklar avsikt-skola, offentlig lokal-andra aktiviteter",,
Y3029,"Fall, hopp eller knuff från höjd, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter",,
Y3030,"Fall, hopp eller knuff från höjd, med oklar avsikt-idrottsanläggning-idrott",,
Y3031,"Fall, hopp eller knuff från höjd, med oklar avsikt-idrottsanläggning-lek,fritid",,
Y3032,"Fall, hopp eller knuff från höjd, med oklar avsikt-idrottsanläggning-förvärvsarbete",,
Y3033,"Fall, hopp eller knuff från höjd, med oklar avsikt-idrottsanläggning-annan sysselsättning",,
Y3034,"Fall, hopp eller knuff från höjd, med oklar avsikt-idrottsanläggning-vitalaktivitet",,
Y3038,"Fall, hopp eller knuff från höjd, med oklar avsikt-idrottsanläggning-andra aktiviteter",,
Y3039,"Fall, hopp eller knuff från höjd, med oklar avsikt-idrottsanläggning-ospec aktiviteter",,
Y3040,"Fall, hopp eller knuff från höjd, med oklar avsikt-gata-idrott",,
Y3041,"Fall, hopp eller knuff från höjd, med oklar avsikt-gata-lek,fritid",,
Y3042,"Fall, hopp eller knuff från höjd, med oklar avsikt-gata-förvärvsarbete",,
Y3043,"Fall, hopp eller knuff från höjd, med oklar avsikt-gata-annan sysselsättning",,
Y3044,"Fall, hopp eller knuff från höjd, med oklar avsikt-gata-vitalaktivitet",,
Y3048,"Fall, hopp eller knuff från höjd, med oklar avsikt-gata-andra aktiviteter",,
Y3049,"Fall, hopp eller knuff från höjd, med oklar avsikt-gata-ospec aktiviteter",,
Y3050,"Fall, hopp eller knuff från höjd, med oklar avsikt-serviceområde-idrott",,
Y3051,"Fall, hopp eller knuff från höjd, med oklar avsikt-serviceområde-lek,fritid",,
Y3052,"Fall, hopp eller knuff från höjd, med oklar avsikt-serviceområde-förvärvsarbete",,
Y3053,"Fall, hopp eller knuff från höjd, med oklar avsikt-serviceområde-annan sysselsättning",,
Y3054,"Fall, hopp eller knuff från höjd, med oklar avsikt-serviceområde-vitalaktivitet",,
Y3058,"Fall, hopp eller knuff från höjd, med oklar avsikt-serviceområde-andra aktiviteter",,
Y3059,"Fall, hopp eller knuff från höjd, med oklar avsikt-serviceområde-ospec aktiviteter",,
Y3060,"Fall, hopp eller knuff från höjd, med oklar avsikt-industriområde-idrott",,
Y3061,"Fall, hopp eller knuff från höjd, med oklar avsikt-industriområde-lek,fritid",,
Y3062,"Fall, hopp eller knuff från höjd, med oklar avsikt-industriområde-förvärvsarbete",,
Y3063,"Fall, hopp eller knuff från höjd, med oklar avsikt-industriområde-annan sysselsättning",,
Y3064,"Fall, hopp eller knuff från höjd, med oklar avsikt-industriområde-vitalaktivitet",,
Y3068,"Fall, hopp eller knuff från höjd, med oklar avsikt-industriområde-andra aktiviteter",,
Y3069,"Fall, hopp eller knuff från höjd, med oklar avsikt-industriområde-ospec aktiviteter",,
Y3070,"Fall, hopp eller knuff från höjd, med oklar avsikt-lantbruksområde-idrott",,
Y3071,"Fall, hopp eller knuff från höjd, med oklar avsikt-lantbruksområde-lek,fritid",,
Y3072,"Fall, hopp eller knuff från höjd, med oklar avsikt-lantbruksområde-förvärvsarbete",,
Y3073,"Fall, hopp eller knuff från höjd, med oklar avsikt-lantbruksområde-annan sysselsättning",,
Y3074,"Fall, hopp eller knuff från höjd, med oklar avsikt-lantbruksområde-vitalaktivitet",,
Y3078,"Fall, hopp eller knuff från höjd, med oklar avsikt-lantbruksområde-andra aktiviteter",,
Y3079,"Fall, hopp eller knuff från höjd, med oklar avsikt-lantbruksområde-ospec aktiviteter",,
Y3080,"Fall, hopp eller knuff från höjd, med oklar avsikt-andra områden-idrott",,
Y3081,"Fall, hopp eller knuff från höjd, med oklar avsikt-andra områden-lek,fritid",,
Y3082,"Fall, hopp eller knuff från höjd, med oklar avsikt-andra områden-förvärvsarbete",,
Y3083,"Fall, hopp eller knuff från höjd, med oklar avsikt-andra områden-annan sysselsättning",,
Y3084,"Fall, hopp eller knuff från höjd, med oklar avsikt-andra områden-vitalaktivitet",,
Y3088,"Fall, hopp eller knuff från höjd, med oklar avsikt-andra områden-andra aktiviteter",,
Y3089,"Fall, hopp eller knuff från höjd, med oklar avsikt-andra områden-ospec aktiviteter",,
Y3090,"Fall, hopp eller knuff från höjd, med oklar avsikt-ospec område-idrott",,
Y3091,"Fall, hopp eller knuff från höjd, med oklar avsikt-ospec område-lek,fritid",,
Y3092,"Fall, hopp eller knuff från höjd, med oklar avsikt-ospec område-förvärvsarbete",,
Y3093,"Fall, hopp eller knuff från höjd, med oklar avsikt-ospec område-annan sysselsättning",,
Y3094,"Fall, hopp eller knuff från höjd, med oklar avsikt-ospec område-vitalaktivitet",,
Y3098,"Fall, hopp eller knuff från höjd, med oklar avsikt-ospec område-andra aktiviteter",,
Y3099,"Fall, hopp eller knuff från höjd, med oklar avsikt-ospec område-ospec aktiviteter",,
Y31,"Falling, lying or running before or into moving object, undetermined intent",,
Y3100,"Fallit eller hoppat, sprungit eller lagt sig framför föremål i rörelse, med oklar avsikt-bostad-idrott",,
Y3101,"Fallit eller hoppat, sprungit eller lagt sig framför föremål i rörelse, med oklar avsikt-bostad-lek,fritid",,
Y3102,"Fallit eller hoppat, sprungit eller lagt sig framför föremål i rörelse, med oklar avsikt-bostad-förvärvsarbete",,
Y3103,"Fallit eller hoppat, sprungit eller lagt sig framför föremål i rörelse, med oklar avsikt-bostad-annan sysselsättning",,
Y3104,"Fallit eller hoppat, sprungit eller lagt sig framför föremål i rörelse, med oklar avsikt-bostad-vitalaktivitet",,
Y3108,"Fallit eller hoppat, sprungit eller lagt sig framför föremål i rörelse, med oklar avsikt-bostad-andra aktiviteter",,
Y3109,"Fallit eller hoppat, sprungit eller lagt sig framför föremål i rörelse, med oklar avsikt-bostad-ospec aktiviteter",,
Y3110,"Fallit eller hoppat, sprungit eller lagt sig framför föremål i rörelse, med oklar avsikt-institutionellt boende-idrott",,
Y3111,"Fallit eller hoppat, sprungit eller lagt sig framför föremål i rörelse, med oklar avsikt-institutionellt boende-lek,fritid",,
Y3112,"Fallit eller hoppat, sprungit eller lagt sig framför föremål i rörelse, med oklar avsikt-institutionellt boende-förvärvsarbete",,
Y3113,"Fallit eller hoppat, sprungit eller lagt sig framför föremål i rörelse, med oklar avsikt-institutionellt boende-annan sysselsättning",,
Y3114,"Fallit eller hoppat, sprungit eller lagt sig framför föremål i rörelse, med oklar avsikt-institutionellt boende-vitalaktivitet",,
Y3118,"Fallit eller hoppat, sprungit eller lagt sig framför föremål i rörelse, med oklar avsikt-institutionellt boende-andra aktiviteter",,
Y3119,"Fallit eller hoppat, sprungit eller lagt sig framför föremål i rörelse, med oklar avsikt-institutionellt boende-ospec aktiviteter",,
